Name,Ticker,Symbol,Symbol2,Sector,TIDM,
OPTIBIOTIX HEALTH PLC,OPTI,LON:OPTI,OPTI.L,Pharmaceuticals & Biotechnology,OPTI,
ORACLE COALFIELDS PLC,ORCP,LON:ORCP,ORCP.L,Mining,ORCP,
ORCHARD FUNDING GROUP PLC,ORCH,LON:ORCH,ORCH.L,General Financial,ORCH,
ORIGIN ENTERPRISES PLC,OGN,LON:OGN,OGN.L,Food Producers,OGN,
ORIGO PARTNERS PLC,OPPP,LON:OPPP,OPPP.L,,OPPP,
ORIGO PARTNERS PLC,OPP,LON:OPP,OPP.L,General Financial,OPP,
ORMONDE MINING PLC,ORM,LON:ORM,ORM.L,Mining,ORM,
OROGEN GOLD PLC,ORE,LON:ORE,ORE.L,Mining,ORE,
OROGEN PLC,ORE,LON:ORE,ORE.L,Mining,ORE,
OROSUR MINING INC,OMI,LON:OMI,OMI.L,Mining,OMI,
ORTAC RESOURCES LIMITED,OTC,LON:OTC,OTC.L,Mining,OTC,
OSIRIUM TECHNOLOGIES PLC,OSI,LON:OSI,OSI.L,Software & Computer Services,OSI,
OTTOMAN FUND LD (THE),OTM,LON:OTM,OTM.L,Equity Investment Instruments,OTM,
OVOCA GOLD PLC,OVG,LON:OVG,OVG.L,Mining,OVG,
OXFORD BIODYNAMICS PLC,OBD,LON:OBD,OBD.L,Pharmaceuticals & Biotechnology,OBD,
OXFORD METRICS PLC,OMG,LON:OMG,OMG.L,Software & Computer Services,OMG,
OXFORD PHARMASCIENCE GROUP PLC,OXP,LON:OXP,OXP.L,Pharmaceuticals & Biotechnology,OXP,
PACIFIC ALLIANCE CHINA LAND LD,PACL,LON:PACL,PACL.L,Equity Investment Instruments,PACL,
PACIFIC INDUSTRIAL & LOGISTICS REIT,PILR,LON:PILR,PILR.L,Real Estate Investment Trusts,PILR,
PALACE CAPITAL PLC,PCA,LON:PCA,PCA.L,Real Estate Investment & Services,PCA,
PAN AFRICAN RESOURCES PLC,PAF,LON:PAF,PAF.L,Mining,PAF,
PANMURE GORDON & CO. PLC,PMR,LON:PMR,PMR.L,General Financial,PMR,
PANTHEON RESOURCES PLC,PANR,LON:PANR,PANR.L,Oil & Gas Producers,PANR,
PANTHER SECURITIES PLC,PNS,LON:PNS,PNS.L,Real Estate Investment & Services,PNS,
PAPUA MINING PLC,PML,LON:PML,PML.L,Mining,PML,
PARAGON ENTERTAINMENT LD,PEL,LON:PEL,PEL.L,Travel & Leisure,PEL,
PARALLEL MEDIA GROUP PLC,PAA,LON:PAA,PAA.L,Media,PAA,
PARITY GROUP PLC,PTY,LON:PTY,PTY.L,Software & Computer Services,PTY,
PARK GROUP PLC,PKG,LON:PKG,PKG.L,General Financial,PKG,
PARKMEAD GROUP (THE) PLC,PMG,LON:PMG,PMG.L,Oil & Gas Producers,PMG,
PATAGONIA GOLD PLC,PGD,LON:PGD,PGD.L,Mining,PGD,
PATERNOSTER RESOURCES PLC,PRS,LON:PRS,PRS.L,Personal Goods,PRS,
PATHFINDER MINERALS PLC,PFP,LON:PFP,PFP.L,Mining,PFP,
PATISSERIE HOLDINGS PLC,CAKE,LON:CAKE,CAKE.L,Travel & Leisure,CAKE,
PCG ENTERTAINMENT PLC,PCGE,LON:PCGE,PCGE.L,Travel & Leisure,PCGE,
PCI-PAL PLC,PCIP,LON:PCIP,PCIP.L,Support Services,PCIP,
PEBBLE BEACH SYSTEMS GROUP PLC,PEB,LON:PEB,PEB.L,Technology Hardware & Equipment,PEB,
PEEL HOTELS PLC,PHO,LON:PHO,PHO.L,Travel & Leisure,PHO,
PEMBRIDGE RESOURCES PLC,PERE,LON:PERE,PERE.L,Mining,PERE,
PENNANT INTERNATIONAL GROUP PLC,PEN,LON:PEN,PEN.L,Software & Computer Services,PEN,
PEOPLE'S OPERATOR PLC (THE),TPOP,LON:TPOP,TPOP.L,Mobile Telecommunications,TPOP,
PERSONAL GROUP HOLDINGS PLC,PGH,LON:PGH,PGH.L,Nonlife Insurance,PGH,
PETARDS GROUP PLC,PEG,LON:PEG,PEG.L,Support Services,PEG,
PETREL RESOURCES PLC,PET,LON:PET,PET.L,Oil & Gas Producers,PET,
PETRO MATAD LD,MATD,LON:MATD,MATD.L,Oil & Gas Producers,MATD,
PETRONEFT RESOURCES PLC,PTR,LON:PTR,PTR.L,Oil & Gas Producers,PTR,
PHOTONSTAR LED GROUP PLC,PSL,LON:PSL,PSL.L,Household Goods,PSL,
PHSC PLC,PHSC,LON:PHSC,PHSC.L,Support Services,PHSC,
PHYSIOMICS PLC,PYC,LON:PYC,PYC.L,Health Care Equipment & Services,PYC,
PIPEHAWK PLC,PIP,LON:PIP,PIP.L,Electronic & Electrical Equipment,PIP,
PIRES INVESTMENTS PLC,PIRI,LON:PIRI,PIRI.L,Real Estate Investment & Services,PIRI,
PITTARDS PLC,PTD,LON:PTD,PTD.L,Personal Goods,PTD,
PLANT HEALTH CARE PLC,PHC,LON:PHC,PHC.L,Chemicals,PHC,
PLANT IMPACT PLC,PIM,LON:PIM,PIM.L,Chemicals,PIM,
PLASTICS CAPITAL PLC,PLA,LON:PLA,PLA.L,Chemicals,PLA,
PLEXUS HOLDINGS PLC,POS,LON:POS,POS.L,Oil Equipment & Services,POS,
PLUS500 LTD,PLUS,LON:PLUS,PLUS.L,General Financial,PLUS,
PLUTUS POWERGEN PLC,PPG,LON:PPG,PPG.L,General Financial,PPG,
PME AFRICAN INFRASTRUCTURE OPP. PLC,PMEA,LON:PMEA,PMEA.L,General Financial,PMEA,
POLAR CAPITAL HOLDINGS PLC,POLR,LON:POLR,POLR.L,General Financial,POLR,
POLEMOS PLC,PLMO,LON:PLMO,PLMO.L,General Financial,PLMO,
POLO RESOURCES LD,POL,LON:POL,POL.L,General Financial,POL,
PORTA COMMUNICATIONS PLC,PTCM,LON:PTCM,PTCM.L,Media,PTCM,
PORT ERIN BIOPHARMA INVESTMENTS LD,PEBI,LON:PEBI,PEBI.L,Pharmaceuticals & Biotechnology,PEBI,
PORTMEIRION GROUP PLC,PMP,LON:PMP,PMP.L,Household Goods,PMP,
POWERHOUSE ENERGY GROUP PLC,PHE,LON:PHE,PHE.L,Alternative Energy,PHE,
PREMAITHA HEALTH PLC,NIPT,LON:NIPT,NIPT.L,Pharmaceuticals & Biotechnology,NIPT,
PREMIER AFRICAN MINERALS LIMITED,PREM,LON:PREM,PREM.L,Mining,PREM,
PREMIER ASSET MANAGEMENT GROUP PLC,PAM,LON:PAM,PAM.L,General Financial,PAM,
PREMIER TECHNICAL SERVICES GRP PLC,PTSG,LON:PTSG,PTSG.L,Support Services,PTSG,
PRESIDENT ENERGY PLC,PPC,LON:PPC,PPC.L,Oil & Gas Producers,PPC,
PRESSURE TECHNOLOGIES PLC,PRES,LON:PRES,PRES.L,Industrial Engineering,PRES,
PRIME PEOPLE PLC,PRP,LON:PRP,PRP.L,Support Services,PRP,
PRIMORUS INVESTMENTS PLC,PRIM,LON:PRIM,PRIM.L,Media,PRIM,
PRIVATE & COMMERCIAL FIN GROUP PLC,PCF,LON:PCF,PCF.L,General Financial,PCF,
PROACTIS HOLDINGS PLC,PHD,LON:PHD,PHD.L,Software & Computer Services,PHD,
PRODUCE INVESTMENTS PLC,PIL,LON:PIL,PIL.L,Food Producers,PIL,
PROGILITY PLC,PGY,LON:PGY,PGY.L,Software & Computer Services,PGY,
PROPERTY FRANCHISE GROUP PLC (THE),TPFG,LON:TPFG,TPFG.L,Real Estate Investment & Services,TPFG,
PROPHOTONIX LD,PPIX,LON:PPIX,PPIX.L,Electronic & Electrical Equipment,PPIX,
PROSPEX OIL AND GAS PLC,PXOG,LON:PXOG,PXOG.L,Mining,PXOG,
PROTEOME SCIENCES PLC,PRM,LON:PRM,PRM.L,Pharmaceuticals & Biotechnology,PRM,
PROTON POWER SYSTEMS PLC,PPS,LON:PPS,PPS.L,Alternative Energy,PPS,
PROVEXIS PLC,PXS,LON:PXS,PXS.L,Food Producers,PXS,
PROVIDENCE RESOURCES PLC,PVR,LON:PVR,PVR.L,Oil & Gas Producers,PVR,
PROXAMA PLC,PROX,LON:PROX,PROX.L,Software & Computer Services,PROX,
PUBLIC SERVICE PROPERTIES INV. LD,PSPI,LON:PSPI,PSPI.L,Real Estate Investment & Services,PSPI,
PURPLEBRICKS GROUP PLC,PURP,LON:PURP,PURP.L,Real Estate Investment & Services,PURP,
QUADRISE FUELS INTERNATIONAL PLC,QFI,LON:QFI,QFI.L,Oil & Gas Producers,QFI,
QUARTIX HOLDINGS PLC,QTX,LON:QTX,QTX.L,Software & Computer Services,QTX,
QUIXANT PLC,QXT,LON:QXT,QXT.L,Technology Hardware & Equipment,QXT,
RAMBLER METALS & MINING PLC,RMM,LON:RMM,RMM.L,Mining,RMM,
RAMSDENS HOLDINGS PLC,RFX,LON:RFX,RFX.L,General Financial,RFX,
RANDALL & QUILTER INVEST. HLDGS LD,RQIH,LON:RQIH,RQIH.L,Nonlife Insurance,RQIH,
RASMALA PLC,RMA,LON:RMA,RMA.L,General Financial,RMA,
REABOLD RESOURCES PLC,RBD,LON:RBD,RBD.L,General Financial,RBD,
REACH4ENTERTAINMENT ENTERPRISES PLC,R4E,LON:R4E,R4E.L,Media,R4E,
REACT GROUP PLC,REAT,LON:REAT,REAT.L,General Financial,REAT,
REAL ESTATE INVESTORS PLC,RLE,LON:RLE,RLE.L,Real Estate Investment Trusts,RLE,
REAL GOOD FOOD PLC,RGD,LON:RGD,RGD.L,Food Producers,RGD,
REALM THERAPEUTICS PLC,RLM,LON:RLM,RLM.L,Health Care Equipment & Services,RLM,
RECONSTRUCTION CAPITAL II LD,RC2,LON:RC2,RC2.L,Equity Investment Instruments,RC2,
REDCENTRIC PLC,RCN,LON:RCN,RCN.L,Software & Computer Services,RCN,
REDDE PLC,REDD,LON:REDD,REDD.L,General Financial,REDD,
RED EMPEROR RESOURCES NL,RMP,LON:RMP,RMP.L,Oil & Gas Producers,RMP,
REDHALL GROUP PLC,RHL,LON:RHL,RHL.L,Support Services,RHL,
RED LEOPARD HOLDINGS PLC,RLH,LON:RLH,RLH.L,General Financial,RLH,
RED ROCK RESOURCES PLC,RRR,LON:RRR,RRR.L,Mining,RRR,
REDSTONECONNECT PLC,REDS,LON:REDS,REDS.L,Software & Computer Services,REDS,
REDT ENERGY PLC,RED,LON:RED,RED.L,Support Services,RED,
REDX PHARMA PLC,REDX,LON:REDX,REDX.L,Pharmaceuticals & Biotechnology,REDX,
REGAL PETROLEUM PLC,RPT,LON:RPT,RPT.L,Oil & Gas Producers,RPT,
REGENCY MINES PLC,RGM,LON:RGM,RGM.L,Mining,RGM,
RENEURON GROUP PLC,RENE,LON:RENE,RENE.L,Pharmaceuticals & Biotechnology,RENE,
RENEW HOLDINGS PLC,RNWH,LON:RNWH,RNWH.L,Support Services,RNWH,
RESTORE PLC,RST,LON:RST,RST.L,Support Services,RST,
REX BIONICS PLC,RXB,LON:RXB,RXB.L,Health Care Equipment & Services,RXB,
RHYTHMONE PLC,RTHM,LON:RTHM,RTHM.L,Software & Computer Services,RTHM,
RICHLAND RESOURCES LD,RLD,LON:RLD,RLD.L,Mining,RLD,
RICHOUX GROUP PLC,RIC,LON:RIC,RIC.L,Travel & Leisure,RIC,
RM2 INTERNATIONAL S.A.,RM2,LON:RM2,RM2.L,General Industrials,RM2,
ROBINSON PLC,RBN,LON:RBN,RBN.L,General Industrials,RBN,
ROCKHOPPER EXPLORATION PLC,RKH,LON:RKH,RKH.L,Oil & Gas Producers,RKH,
ROSE PETROLEUM PLC,ROSE,LON:ROSE,ROSE.L,Oil & Gas Producers,ROSE,
ROSSLYN DATA TECHNOLOGIES PLC,RDT,LON:RDT,RDT.L,Software & Computer Services,RDT,
ROTALA PLC,ROL,LON:ROL,ROL.L,Travel & Leisure,ROL,
RTC GROUP PLC,RTC,LON:RTC,RTC.L,Support Services,RTC,
RURELEC PLC,RUR,LON:RUR,RUR.L,Electricity,RUR,
RWS HOLDINGS PLC,RWS,LON:RWS,RWS.L,Support Services,RWS,
SABIEN TECHNOLOGY GROUP PLC,SNT,LON:SNT,SNT.L,Electronic & Electrical Equipment,SNT,
SAFECHARGE INTERNATIONAL GROUP LTD,SCH,LON:SCH,SCH.L,Support Services,SCH,
SAFELAND PLC,SAF,LON:SAF,SAF.L,Real Estate Investment & Services,SAF,
SAFESTAY PLC,SSTY,LON:SSTY,SSTY.L,Travel & Leisure,SSTY,
SAFESTYLE UK PLC,SFE,LON:SFE,SFE.L,General Retailers,SFE,
SAFFRON ENERGY PLC,SRON,LON:SRON,SRON.L,Oil & Gas Producers,SRON,
SALT LAKE POTASH LIMITED,SO4,LON:SO4,SO4.L,Alternative Energy,SO4,
SALVARX GROUP PLC,SALV,LON:SALV,SALV.L,Pharmaceuticals & Biotechnology,SALV,
SANDERSON GROUP PLC,SND,LON:SND,SND.L,Software & Computer Services,SND,
SAN LEON ENERGY PLC,SLE,LON:SLE,SLE.L,Oil & Gas Producers,SLE,
SAREUM HOLDINGS PLC,SAR,LON:SAR,SAR.L,Pharmaceuticals & Biotechnology,SAR,
SATELLITE SOLUTIONS WORLDWIDE GROUP,SAT,LON:SAT,SAT.L,Software & Computer Services,SAT,
SAVANNAH PETROLEUM PLC,SAVP,LON:SAVP,SAVP.L,Oil & Gas Producers,SAVP,
SAVANNAH RESOURCES PLC,SAV,LON:SAV,SAV.L,Mining,SAV,
SCANCELL HOLDINGS PLC,SCLP,LON:SCLP,SCLP.L,Pharmaceuticals & Biotechnology,SCLP,
SCAPA GROUP PLC,SCPA,LON:SCPA,SCPA.L,Chemicals,SCPA,
SCHOLIUM GROUP PLC,SCHO,LON:SCHO,SCHO.L,General Retailers,SCHO,
SCIENCE GROUP PLC,SAG,LON:SAG,SAG.L,Support Services,SAG,
SCIENCE IN SPORT PLC,SIS,LON:SIS,SIS.L,Food Producers,SIS,
SCIENTIFIC DIGITAL IMAGING PLC,SDI,LON:SDI,SDI.L,Health Care Equipment & Services,SDI,
SCISYS PLC,SSY,LON:SSY,SSY.L,Software & Computer Services,SSY,
SCOTGOLD RESOURCES LD,SGZ,LON:SGZ,SGZ.L,Mining,SGZ,
SDX ENERGY INC.,SDX,LON:SDX,SDX.L,Oil & Gas Producers,SDX,
SECURE INCOME REIT PLC,SIR,LON:SIR,SIR.L,Real Estate Investment Trusts,SIR,
SECURE PROPERTY DEV & INV PLC,SPDI,LON:SPDI,SPDI.L,Real Estate Investment & Services,SPDI,
SEEING MACHINES LD,SEE,LON:SEE,SEE.L,Technology Hardware & Equipment,SEE,
SERABI GOLD PLC,SRB,LON:SRB,SRB.L,Mining,SRB,
SERICA ENERGY PLC,SQZ,LON:SQZ,SQZ.L,Oil & Gas Producers,SQZ,
SERVISION PLC,SEV,LON:SEV,SEV.L,Electronic & Electrical Equipment,SEV,
SERVOCA PLC,SVCA,LON:SVCA,SVCA.L,Support Services,SVCA,
SHANTA GOLD LD,SHG,LON:SHG,SHG.L,Mining,SHG,
SHARE PLC,SHRE,LON:SHRE,SHRE.L,General Financial,SHRE,
SHEARWATER GROUP PLC,SWG,LON:SWG,SWG.L,Mining,SWG,
SHIELD THERAPEUTICS PLC,STX,LON:STX,STX.L,Pharmaceuticals & Biotechnology,STX,
SHOE ZONE PLC,SHOE,LON:SHOE,SHOE.L,General Retailers,SHOE,
SHORE CAPITAL GROUP LD,SGR,LON:SGR,SGR.L,General Financial,SGR,
SIGMA CAPITAL GROUP PLC,SGM,LON:SGM,SGM.L,General Financial,SGM,
SIGMAROC PLC,SRC,LON:SRC,SRC.L,Construction & Materials,SRC,
SILENCE THERAPEUTICS PLC,SLN,LON:SLN,SLN.L,Pharmaceuticals & Biotechnology,SLN,
SIMIGON LD,SIM,LON:SIM,SIM.L,Software & Computer Services,SIM,
SINCLAIR PHARMA PLC,SPH,LON:SPH,SPH.L,Pharmaceuticals & Biotechnology,SPH,
SIRIUS MINERALS PLC,SXX,LON:SXX,SXX.L,Mining,SXX,
SIRIUS PETROLEUM PLC,SRSP,LON:SRSP,SRSP.L,Oil & Gas Producers,SRSP,
SKINBIOTHERAPEUTICS PLC,SBTX,LON:SBTX,SBTX.L,Pharmaceuticals & Biotechnology,SBTX,
SLINGSBY(H.C.) PLC,SLNG,LON:SLNG,SLNG.L,Industrial Engineering,SLNG,
SMART METERING SYSTEMS PLC,SMS,LON:SMS,SMS.L,Support Services,SMS,
SNOOZEBOX HOLDINGS PLC,ZZZ,LON:ZZZ,ZZZ.L,Travel & Leisure,ZZZ,
SOLGOLD PLC,SOLG,LON:SOLG,SOLG.L,Mining,SOLG,
SOLID STATE PLC,SOLI,LON:SOLI,SOLI.L,Electronic & Electrical Equipment,SOLI,
SOLO OIL PLC,SOLO,LON:SOLO,SOLO.L,Oil & Gas Producers,SOLO,
SOMERO ENTERPRISE INC,SOM,LON:SOM,SOM.L,Industrial Engineering,SOM,
SOPHEON PLC,SPE,LON:SPE,SPE.L,Software & Computer Services,SPE,
SOUND ENERGY PLC,SOU,LON:SOU,SOU.L,Oil & Gas Producers,SOU,
SOUTH AFRICAN PROPERTY OPPS PLC,SAPO,LON:SAPO,SAPO.L,Real Estate Investment & Services,SAPO,
SOVEREIGN MINES OF AFRICA PLC,SMA,LON:SMA,SMA.L,Mining,SMA,
SPACEANDPEOPLE PLC,SAL,LON:SAL,SAL.L,Media,SAL,
SPECIALIST INVESTMENT PROP PLC,SIPP,LON:SIPP,SIPP.L,Real Estate Investment & Services,SIPP,
SPECTRA SYSTEMS CORPORATION,SPSC,LON:SPSC,SPSC.L,Support Services,SPSC,
SPECTRA SYSTEMS CORPORATION,SPSY,LON:SPSY,SPSY.L,Support Services,SPSY,
SPHERE MEDICAL HOLDING PLC,SPHR,LON:SPHR,SPHR.L,Health Care Equipment & Services,SPHR,
SPITFIRE OIL LD,SRO,LON:SRO,SRO.L,Oil & Gas Producers,SRO,
SPRUE AEGIS PLC,SPRP,LON:SPRP,SPRP.L,Electronic & Electrical Equipment,SPRP,
SQS SOFTWARE QUALITY SYSTEMS AG,SQS,LON:SQS,SQS.L,Software & Computer Services,SQS,
SRT MARINE SYSTEMS PLC,SRT,LON:SRT,SRT.L,Technology Hardware & Equipment,SRT,
STADIUM GROUP PLC,SDM,LON:SDM,SDM.L,Electronic & Electrical Equipment,SDM,
STAFFLINE GROUP PLC,STAF,LON:STAF,STAF.L,Support Services,STAF,
STANLEY GIBBONS GROUP PLC,SGI,LON:SGI,SGI.L,General Retailers,SGI,
STARCOM PLC,STAR,LON:STAR,STAR.L,Software & Computer Services,STAR,
STARVEST PLC,SVE,LON:SVE,SVE.L,General Financial,SVE,
STATPRO GROUP PLC,SOG,LON:SOG,SOG.L,Software & Computer Services,SOG,
STELLAR DIAMONDS PLC,STEL,LON:STEL,STEL.L,Mining,STEL,
STEPPE CEMENT LD,STCM,LON:STCM,STCM.L,Construction & Materials,STCM,
STERLING ENERGY PLC,SEY,LON:SEY,SEY.L,Oil & Gas Producers,SEY,
STILO INTERNATIONAL PLC,STL,LON:STL,STL.L,Software & Computer Services,STL,
STM GROUP PLC,STM,LON:STM,STM.L,General Financial,STM,
ST PETER PORT CAPITAL LD,SPPC,LON:SPPC,SPPC.L,Equity Investment Instruments,SPPC,
STRAT AERO PLC,AERO,LON:AERO,AERO.L,Support Services,AERO,
STRATEGIC MINERALS PLC,SML,LON:SML,SML.L,Industrial Metals,SML,
STRATEX INTERNATIONAL PLC,STI,LON:STI,STI.L,Mining,STI,
STRIDE GAMING PLC,STR,LON:STR,STR.L,Travel & Leisure,STR,
STYLES & WOOD GROUP PLC,STY,LON:STY,STY.L,Support Services,STY,
SULA IRON & GOLD PLC,SULA,LON:SULA,SULA.L,Mining,SULA,
SUMMIT GERMANY LIMITED,SMTG,LON:SMTG,SMTG.L,Real Estate Investment & Services,SMTG,
SUMMIT THERAPEUTICS PLC,SUMM,LON:SUMM,SUMM.L,Pharmaceuticals & Biotechnology,SUMM,
SUNRISE RESOURCES PLC,SRES,LON:SRES,SRES.L,Mining,SRES,
SURFACE TRANSFORMS PLC,SCE,LON:SCE,SCE.L,Automobiles & Parts,SCE,
SURGICAL INNOVATIONS GROUP PLC,SUN,LON:SUN,SUN.L,Health Care Equipment & Services,SUN,
SUTTON HARBOUR HOLDINGS PLC,SUH,LON:SUH,SUH.L,Industrial Transportation,SUH,
SWALLOWFIELD PLC,SWL,LON:SWL,SWL.L,Personal Goods,SWL,
SYLVANIA PLATINUM LIMITED,SLP,LON:SLP,SLP.L,Mining,SLP,
SYMPHONY ENVIRONMENTAL TECH. PLC,SYM,LON:SYM,SYM.L,General Industrials,SYM,
SYNAIRGEN PLC,SNG,LON:SNG,SNG.L,Pharmaceuticals & Biotechnology,SNG,
SYNECTICS PLC,SNX,LON:SNX,SNX.L,Support Services,SNX,
SYSGROUP PLC,SYS,LON:SYS,SYS.L,Software & Computer Services,SYS,
SYSTEM1 GROUP PLC,SYS1,LON:SYS1,SYS1.L,Media,SYS1,
TAIHUA PLC,TAIH,LON:TAIH,TAIH.L,Pharmaceuticals & Biotechnology,TAIH,
TALIESIN PROPERTY FUND LD,TPF,LON:TPF,TPF.L,Real Estate Investment & Services,TPF,
TANDEM GROUP PLC,TND,LON:TND,TND.L,Leisure Goods,TND,
TANFIELD GROUP PLC,TAN,LON:TAN,TAN.L,Industrial Engineering,TAN,
TAPTICA INTERNATIONAL LTD,TAP,LON:TAP,TAP.L,Media,TAP,
TASTY PLC,TAST,LON:TAST,TAST.L,Travel & Leisure,TAST,
TAU CAPITAL PLC,TAU,LON:TAU,TAU.L,Equity Investment Instruments,TAU,
TAVISTOCK INVESTMENTS PLC,TAVI,LON:TAVI,TAVI.L,General Financial,TAVI,
TAX SYSTEMS PLC,TAX,LON:TAX,TAX.L,Software & Computer Services,TAX,
TECHFINANCIALS INC,TECH,LON:TECH,TECH.L,Software & Computer Services,TECH,
TEJOORI LD,TJI,LON:TJI,TJI.L,General Financial,TJI,
TEKCAPITAL PLC,TEK,LON:TEK,TEK.L,Software & Computer Services,TEK,
TELFORD HOMES PLC,TEF,LON:TEF,TEF.L,Household Goods,TEF,
TELIT COMMUNICATIONS PLC,TCM,LON:TCM,TCM.L,Technology Hardware & Equipment,TCM,
TERN PLC,TERN,LON:TERN,TERN.L,Software & Computer Services,TERN,
TERRA CAPITAL PLC,TCA,LON:TCA,TCA.L,Equity Investment Instruments,TCA,
TERRA CATALYST FUND,TCF,LON:TCF,TCF.L,Equity Investment Instruments,TCF,
TERTIARY MINERALS PLC,TYM,LON:TYM,TYM.L,Mining,TYM,
TETHYAN RESOURCES PLC,TETH,LON:TETH,TETH.L,Mining,TETH,
THALASSA HOLDINGS LD,THAL,LON:THAL,THAL.L,Oil Equipment & Services,THAL,
THE FULHAM SHORE PLC,FUL,LON:FUL,FUL.L,Travel & Leisure,FUL,
THE MISSION MARKETING GROUP PLC,TMMG,LON:TMMG,TMMG.L,Media,TMMG,
THINKSMART LIMITED,TSL,LON:TSL,TSL.L,General Financial,TSL,
THOR MINING PLC,THR,LON:THR,THR.L,Mining,THR,
THORPE(F.W.) PLC,TFW,LON:TFW,TFW.L,Electronic & Electrical Equipment,TFW,
TIGER RESOURCE FINANCE PLC,TIR,LON:TIR,TIR.L,Equity Investment Instruments,TIR,
TIME OUT GROUP PLC,TMO,LON:TMO,TMO.L,Media,TMO,
TISO BLACKSTAR GROUP SE,TBGR,LON:TBGR,TBGR.L,Equity Investment Instruments,TBGR,
TISSUE REGENIX GROUP PLC,TRX,LON:TRX,TRX.L,Pharmaceuticals & Biotechnology,TRX,
TIZIANA LIFE SCIENCES PLC,TILS,LON:TILS,TILS.L,Pharmaceuticals & Biotechnology,TILS,
TLA WORLDWIDE PLC,TLA,LON:TLA,TLA.L,Media,TLA,
TLOU ENERGY LIMITED,TLOU,LON:TLOU,TLOU.L,Oil & Gas Producers,TLOU,
TMT INVESTMENTS,TMT,LON:TMT,TMT.L,General Financial,TMT,
TOMCO ENERGY PLC,TOM,LON:TOM,TOM.L,Oil & Gas Producers,TOM,
TOTALLY PLC,TLY,LON:TLY,TLY.L,Health Care Equipment & Services,TLY,
TOTAL PRODUCE PLC,TOT,LON:TOT,TOT.L,Food & Drug Retailers,TOT,
TOUCHSTAR PLC,TST,LON:TST,TST.L,Technology Hardware & Equipment,TST,
TOUCHSTONE INNOVATIONS PLC,IVO,LON:IVO,IVO.L,General Financial,IVO,
TOWER RESOURCES PLC,TRP,LON:TRP,TRP.L,Oil & Gas Producers,TRP,
TP GROUP PLC,TPG,LON:TPG,TPG.L,Industrial Engineering,TPG,
TRACSIS PLC,TRCS,LON:TRCS,TRCS.L,Software & Computer Services,TRCS,
TRADING EMISSIONS PLC,TRE,LON:TRE,TRE.L,General Financial,TRE,
TRAFALGAR NEW HOMES PLC,TRAF,LON:TRAF,TRAF.L,Household Goods,TRAF,
TRAKM8 HOLDINGS PLC,TRAK,LON:TRAK,TRAK.L,Technology Hardware & Equipment,TRAK,
TRANSENSE TECHNOLOGIES PLC,TRT,LON:TRT,TRT.L,Automobiles & Parts,TRT,
TRANS-SIBERIAN GOLD PLC,TSG,LON:TSG,TSG.L,Mining,TSG,
TRIBAL GROUP PLC,TRB,LON:TRB,TRB.L,Software & Computer Services,TRB,
TRICORN GROUP PLC,TCN,LON:TCN,TCN.L,Industrial Engineering,TCN,
TRINITY CAPITAL PLC,TRC,LON:TRC,TRC.L,Real Estate Investment & Services,TRC,
TRINITY EXPLORATION & PRODUCTION ,TRIN,LON:TRIN,TRIN.L,Oil & Gas Producers,TRIN,
TRI-STAR RESOURCES PLC,TSTR,LON:TSTR,TSTR.L,Industrial Metals,TSTR,
TRISTEL PLC,TSTL,LON:TSTL,TSTL.L,Health Care Equipment & Services,TSTL,
TUNGSTEN CORPORATION PLC,TUNG,LON:TUNG,TUNG.L,General Financial,TUNG,
TURBO POWER SYSTEMS INC,TPS,LON:TPS,TPS.L,Industrial Engineering,TPS,
TYRATECH INC,TYR,LON:TYR,TYR.L,Chemicals,TYR,
UBISENSE GROUP PLC,UBI,LON:UBI,UBI.L,Software & Computer Services,UBI,
UK OIL & GAS INVESTMENTS PLC,UKOG,LON:UKOG,UKOG.L,Technology Hardware & Equipment,UKOG,
UKRPRODUCT GROUP LD,UKR,LON:UKR,UKR.L,Food Producers,UKR,
ULS TECHNOLOGY PLC,ULS,LON:ULS,ULS.L,Media,ULS,
ULTIMATE SPORTS GROUP PLC,USG,LON:USG,USG.L,General Financial,USG,
UNION JACK OIL PLC,UJO,LON:UJO,UJO.L,Oil & Gas Producers,UJO,
UNITED CARPETS GROUP PLC,UCG,LON:UCG,UCG.L,General Retailers,UCG,
UNIVERSE GROUP PLC,UNG,LON:UNG,UNG.L,Support Services,UNG,
UNIVISION ENGINEERING LD,UVEL,LON:UVEL,UVEL.L,Electronic & Electrical Equipment,UVEL,
URALS ENERGY PUBLIC COMPANY LD,UEN,LON:UEN,UEN.L,Oil & Gas Producers,UEN,
URANIUM RESOURCES PLC,URA,LON:URA,URA.L,Industrial Metals,URA,
URU METALS LD,URU,LON:URU,URU.L,Industrial Metals,URU,
UTILITYWISE PLC,UTW,LON:UTW,UTW.L,Support Services,UTW,
UVENCO UK PLC,UVEN,LON:UVEN,UVEN.L,Food & Drug Retailers,UVEN,
VALIRX PLC,VAL,LON:VAL,VAL.L,Pharmaceuticals & Biotechnology,VAL,
VAN ELLE HOLDINGS PLC,VANL,LON:VANL,VANL.L,Construction & Materials,VANL,
VAST RESOURCES PLC,VAST,LON:VAST,VAST.L,Mining,VAST,
VELA TECHNOLOGIES PLC,VELA,LON:VELA,VELA.L,Media,VELA,
VELOCYS PLC,VLS,LON:VLS,VLS.L,Oil Equipment & Services,VLS,
